"","Ticker","Companies","GisSector","GicsClassification","FichierSTCKP","CompanyGR2014","CompanyGR2015","CompanyGR2016","Year","Date","Shares","Shares.split.adjusted","Split.factor","Assets","Current.Assets","Liabilities","Current.Liabilities","Shareholders.equity","Non.controlling.interest","Preferred.equity","Goodwill...intangibles","Long.term.debt","Revenue","Earnings","Earnings.available.for.common.stockholders","EPS.basic","EPS.diluted","Dividend.per.share","Cash.from.operating.activities","Cash.from.investing.activities","Cash.from.financing.activities","Cash.change.during.period","Cash.at.end.of.period","Capital.expenditures","Price","Price.high","Price.low","ROE","ROA","Book.value.of.equity.per.share","P.B.ratio","P.E.ratio","Cumulative.dividends.per.share","Dividend.payout.ratio","Long.term.debt.to.equity.ratio","Equity.to.assets.ratio","Net.margin","Asset.turnover","Free.cash.flow.per.share","Current.ratio"
"3129","INTC",189,"Information Technology",7,"INTC_quarterly_financial_data.xls","intel","intel corporation","intel corp","2013","2013-12-28",4.972e+09,4.972e+09,1,"9.2358e+10","3.2084e+10","3.4102e+10","1.3568e+10","5.8256e+10",0,0,1.5663e+10,1.3165e+10,"13834000000","2625000000","2625000000","0.54","0.52",0,"6038000000","-3921000000","-1322000000","793000000","5.674e+09",2.948e+09,"24.09","25.7","22.48","0.1759","0.1094","11.72","2.16","13.02",6.1,"0.4651","0.226","0.6308","0.1825","0.6","0.62","2.3647"
"3144","INTC",189,"Information Technology",7,"INTC_quarterly_financial_data.xls","intel","intel corporation","intel corp","2015","2015-12-26",4.724e+09,4.724e+09,1,"1.03065e+11","4.0356e+10","4.198e+10","1.5667e+10","6.1085e+10",0,0,1.5265e+10,2.0036e+10,"14914000000","3613000000","3613000000","0.77","0.73",0,"5427000000","2728000000","88000000","8243000000","1.5308e+10",2.448e+09,"32.03","35.3","28.76","0.1979","0.1197","12.93","2.65","13.75",7.96,"0.3977","0.328","0.5927","0.2063","0.58","0.63","2.5759"
"3146","INTC",189,"Information Technology",7,"INTC_quarterly_financial_data.xls","intel","intel corporation","intel corp","2014","2014-12-27",4.736e+09,4.736e+09,1,"9.1956e+10","2.773e+10","3.6091e+10","1.6019e+10","5.5865e+10",0,0,1.5307e+10,1.2107e+10,"14721000000","3661000000","3661000000","0.77","0.73",0,"5771000000","-1904000000","-4439000000","-582000000","2.561e+09",2.235e+09,"34.26","37.67","30.85","0.2042","0.1278","11.8","2.95","16.24",7,"0.3773","0.2167","0.6075","0.2095","0.61","0.75","1.7311"
"3149","INTC",189,"Information Technology",7,"INTC_quarterly_financial_data.xls","intel","intel corporation","intel corp","2012","2012-12-29",4.946e+09,4.946e+09,1,"8.4351e+10","3.1358e+10","3.3148e+10","1.2898e+10","5.1203e+10",0,0,1.5945e+10,1.3136e+10,"13477000000","2468000000","2468000000","0.5","0.48",0,"6026000000","-5332000000","4267000000","4958000000","8.478e+09",2.754e+09,"21.1","22.84","19.36","0.2246","0.1453","10.35","2.13","9.21",5.2,"0.3955","0.2565","0.607","0.2063","0.7","0.66","2.4312"
"3150","INTC",189,"Information Technology",7,"INTC_quarterly_financial_data.xls","intel","intel corporation","intel corp","2017","2017-12-30",4.668e+09,4.668e+09,1,"1.23249e+11","2.95e+10","5.3364e+10","1.7421e+10","6.9019e+10",8.66e+08,0,3.7134e+10,2.5037e+10,"5602000000","-687000000","-687000000","-0.15","-0.15",0,"7241000000","-5230000000","-7653000000","-5642000000","3.433e+09",4.069e+09,"42.86","47.64","38.08","0.1394","0.0787","14.79","2.83","14.93",10.08,"0.5268","0.3628","0.56","0.1871","0.42","0.68","1.6934"
"3152","INTC",189,"Information Technology",7,"INTC_quarterly_financial_data.xls","intel","intel corporation","intel corp","2016","2016-12-31",4.728e+09,4.728e+09,1,"1.13327e+11","3.5508e+10","4.6219e+10","2.0302e+10","6.6226e+10",8.82e+08,0,2.3593e+10,2.0649e+10,"16374000000","3562000000","3562000000","0.76","0.74",0,"8150000000","-3444000000","-3898000000","808000000","5.56e+09",3.53e+09,"35.86","38.1","33.61","0.1638","0.0936","14.01","2.69","17",9,"0.4769","0.3118","0.5844","0.1737","0.54","0.98","1.749"
"3153","IP",191,"Materials",8,"IP_quarterly_financial_data.xls","international paper","international paper company","international paper co","2017","2017-12-31",412940532,412940532,1,"3.3903e+10","8.277e+09","2.7362e+10","5.102e+09","6.522e+09",1.9e+07,0,3.893e+09,1.0846e+10,"4547000000","1460000000","1460000000","3.53","3.47",0.47,"1188000000","-383000000","-779000000","20000000","1.018e+09",4.52e+08,"56.03","58.96","53.1","0.4172","0.0636","15.79","4.71","25.94",25.52,"0.3577","1.663","0.1924","0.0986","0.64","1.78","1.6223"
"3154","IP",191,"Materials",8,"IP_quarterly_financial_data.xls","international paper","international paper company","international paper co","2016","2016-12-31",411255197,411255197,1,"3.3345e+10","6.969e+09","2.8986e+10","4.072e+09","4.341e+09",1.8e+07,0,3.364e+09,1.1075e+10,"5381000000","218000000","218000000","0.53","0.52",0.46,"912000000","-2527000000","104000000","-1529000000","1.033e+09",4.39e+08,"49.11","54.68","43.55","0.2151","0.0282","10.56","4.8","23.5",23.67,"0.8097","2.5513","0.1302","0.0429","0.66","1.15","1.7114"
"3157","IP",191,"Materials",8,"IP_quarterly_financial_data.xls","international paper","international paper company","international paper co","2013","2013-12-31",438800916,438800916,1,"3.1528e+10","9.025e+09","2.3244e+10","5.127e+09","8.105e+09",1.79e+08,0,3.987e+09,8.827e+09,"7249000000","436000000","436000000","0.99","0.97",0.35,"1037000000","-338000000","-838000000","-144000000","1.802e+09",4.5e+08,"46.22","49.52","42.92","0.1936","0.0431","18.47","2.84","17.31",18.8,"0.3971","1.0891","0.2571","0.048","0.9","1.34","1.7603"
"3166","IP",191,"Materials",8,"IP_quarterly_financial_data.xls","international paper","international paper company","international paper co","2014","2014-12-31",422845435,422845435,1,"2.8684e+10","7.959e+09","2.3421e+10","4.909e+09","5.115e+09",1.48e+08,0,3.773e+09,8.631e+09,"5943000000","134000000","134000000","0.32","0.32",0.4,"1144000000","-302000000","-644000000","163000000","1.881e+09",3.93e+08,"50.11","55.73","44.5","0.0821","0.0186","12.1","3.11","25.7",20.25,"1.1144","1.6874","0.1783","0.0235","0.79","1.78","1.6213"
"3169","IP",191,"Materials",8,"IP_quarterly_financial_data.xls","international paper","international paper company","international paper co","2015","2015-12-31",411157696,411157696,1,"3.0587e+10","6.477e+09","2.6678e+10","3.924e+09","3.884e+09",2.5e+07,0,3.335e+09,8.9e+09,"5443000000","178000000","178000000","0.44","0.43",0.44,"None","None","None","-54000000","1.05e+09",4.62e+08,"40.8","44.83","36.76","0.2086","0.0316","9.45","3.89","19.25",21.89,"0.7273","2.2915","0.127","0.0419","0.75","None","1.6506"
"3173","IP",191,"Materials",8,"IP_quarterly_financial_data.xls","international paper","international paper company","international paper co","2012","2012-12-31",441207804,441207804,1,"3.2153e+10","8.905e+09","2.5517e+10","4.998e+09","6.304e+09",3.32e+08,0,4.315e+09,9.696e+09,"7075000000","235000000","235000000","0.54","0.53",0.3,"713000000","-376000000","-315000000","27000000","1.302e+09",3.82e+08,"36.42","39.88","32.95","0.1174","0.0241","14.29","2.28","19.58",17.55,"0.5983","1.5381","0.1961","0.0285","0.85","0.75","1.7817"
"3179","IPG",192,"Consumer Discretionary",1,"IPG_quarterly_financial_data.xls","interpublic group","the interpublic group of companies inc","interpublic group of cos inc","2012","2012-12-31",413909582,413909582,1,"13493900000","8738300000","10810100000","7701700000","2420600000",263200000,221500000,3721300000,2060800000,"2063300000","316200000","313300000","0.74","0.77",0.06,"802500000","19100000","571000000","1387500000","2574800000",69900000,"10.46","11.47","9.45","0.1989","0.0366","5.31","2.08","12.31",3.08,"0.2379","0.9371","0.163","0.0625","0.57","1.77","1.1346"
"3187","IPG",192,"Consumer Discretionary",1,"IPG_quarterly_financial_data.xls","interpublic group","the interpublic group of companies inc","interpublic group of cos inc","2015","2015-12-31",402129565,402129565,1,"12585100000","7693100000","10331400000","7584300000","1965500000",288200000,0,3756800000,1610300000,"2196200000","260300000","260300000","0.63","0.64",0.12,"929700000","-112300000","-161200000","628600000","1502900000",80400000,"21.42","23.65","19.19","0.2354","0.0389","4.89","4.67","17.56",4.24,"0.4307","0.8193","0.1562","0.0597","0.65","2.11","1.0143"
"3197","IPG",192,"Consumer Discretionary",1,"IPG_quarterly_financial_data.xls","interpublic group","the interpublic group of companies inc","interpublic group of cos inc","2016","2016-12-31",392687149,392687149,1,"12485200000","7.438e+09","10175700000","7.706e+09","2017100000",292400000,0,3822500000,1280700000,"2264500000","317600000","317600000","0.82","0.78",0.15,"548200000","-95700000","-207400000","206000000","1097600000",86200000,"23.21","24.59","21.83","0.3083","0.0513","5.14","4.75","17.19",4.84,"0.3926","0.6349","0.1616","0.0775","0.66","1.18","0.9652"
"3199","IPG",192,"Consumer Discretionary",1,"IPG_quarterly_financial_data.xls","interpublic group","the interpublic group of companies inc","interpublic group of cos inc","2013","2013-12-31",424041377,424041377,1,"1.2905e+10","8.084e+09","10405100000","8165300000","2215200000",284700000,0,3792800000,1129800000,"2122700000","193100000","193100000","0.46","0.46",0.08,"1023300000","-96400000","-256700000","637500000","1636800000",81400000,"16.55","17.7","15.4","0.1199","0.0219","5.22","3.31","17.99",3.38,"0.4974","0.51","0.1717","0.0364","0.58","2.22","0.99"
"3200","IPG",192,"Consumer Discretionary",1,"IPG_quarterly_financial_data.xls","interpublic group","the interpublic group of companies inc","interpublic group of cos inc","2014","2014-12-31",412339107,412339107,1,"12747200000","7810200000","10338600000","7463300000","2116300000",292300000,0,3844200000,1623500000,"2207100000","308900000","308900000","0.75","0.75",0.09,"1050500000","-58900000","-169100000","764600000","1660600000",54300000,"18.67","20.83","16.51","0.2238","0.0392","5.13","3.75","21.96",3.76,"0.3293","0.7671","0.166","0.0633","0.62","2.42","1.0465"
"3201","IPG",192,"Consumer Discretionary",1,"IPG_quarterly_financial_data.xls","interpublic group","the interpublic group of companies inc","interpublic group of cos inc","2017","2017-12-31",384469632,384469632,1,"12695200000","7464100000","10207300000","7678200000","2.201e+09",286900000,0,3961100000,1285600000,"2341000000","316600000","316600000","0.83","0.81",0.18,"1020800000","-55700000","-891800000","89700000","797700000",47200000,"19.89","21.34","18.45","0.2838","0.0485","5.72","3.84","13.81",5.56,"0.4854","0.5841","0.1734","0.0735","0.66","2.53","0.9721"
"3203","ISRG",193,"Health Care",5,"ISRG_quarterly_financial_data.xls","intuitive surgical","intuitive surgical inc","intuitive surgical inc","2012","2012-12-31",40127042,120381126,3,"4059200000","1892800000","479100000","401600000","3580100000",0,0,221700000,0,"609300000","174900000","174900000","4.4","4.27",0,"217200000","-133100000","73100000","157500000","553700000",88700000,"171.78","183.73","159.83","0.2023","0.1781","29.74","6.22","33.29",0,"0","0","0.882","0.3014","0.59","1.07","4.7131"
"3206","ISRG",193,"Health Care",5,"ISRG_quarterly_financial_data.xls","intuitive surgical","intuitive surgical inc","intuitive surgical inc","2016","2016-12-31",38786979,116360937,3,"6486900000","3250400000","709100000","596500000","5777800000",0,0,232600000,0,"1350500000","204000000","204000000","5.29","5.13",0,"325100000","-309000000","-100000","15000000","1036600000",17800000,"223.94","241.54","206.34","0.1385","0.1239","49.65","4.7","36.22",0,"0","0","0.8907","0.2721","0.46","2.64","5.4491"
"3208","ISRG",193,"Health Care",5,"ISRG_quarterly_financial_data.xls","intuitive surgical","intuitive surgical inc","intuitive surgical inc","2013","2013-12-31",38171349,114514047,3,"3950300000","1932400000","448900000","380900000","3501400000",0,0,201700000,0,"576200000","166200000","166200000","4.37","4.27",0,"229100000","-63200000","29600000","195300000","782100000",28900000,"126.26","133.89","118.64","0.1883","0.1669","30.58","4.42","22.65",0,"0","0","0.8864","0.2962","0.56","1.75","5.0732"
"3209","ISRG",193,"Health Care",5,"ISRG_quarterly_financial_data.xls","intuitive surgical","intuitive surgical inc","intuitive surgical inc","2015","2015-12-31",37380279,112140837,3,"4907300000","2195500000","587800000","491900000","4319500000",0,0,250800000,0,"1265600000","190000000","190000000","5.07","4.99",0,"283400000","-413100000","-23800000","-153600000","714600000",19700000,"168.04","184.46","151.62","0.1489","0.1303","38.52","4.58","34.81",0,"0","0","0.8802","0.2469","0.53","2.35","4.4633"
"3212","ISRG",193,"Health Care",5,"ISRG_quarterly_financial_data.xls","intuitive surgical","intuitive surgical inc","intuitive surgical inc","2017","2017-12-31",112298504,112298504,1,"5.758e+09","2810900000","1031200000","704100000","4725200000",1600000,0,227100000,0,"1564600000","-38800000","-38800000","-0.34","-0.34",0,"332000000","-315800000","-243100000","-226800000","648200000",3.1e+07,"378.6","403.7","353.49","0.144","0.123","42.08","8.56","48.91",0,"0","0","0.8206","0.2109","0.58","2.68","3.9922"
"3219","ISRG",193,"Health Care",5,"ISRG_quarterly_financial_data.xls","intuitive surgical","intuitive surgical inc","intuitive surgical inc","2014","2014-12-31",36599799,109799397,3,"3959400000","1.847e+09","580000000","501200000","3379400000",0,0,272100000,0,"604700000","146800000","146800000","4.04","3.95",0,"194200000","-203500000","116400000","107300000","600300000",65200000,"165.06","177.95","152.17","0.1294","0.1101","30.78","5.82","42.98",0,"0","0","0.8535","0.1965","0.56","1.17","3.6852"
"3221","ITT",194,"Information Technology",7,"ITT_quarterly_financial_data.xls","twitter","twitter inc","twitter inc","2012","2012-12-31",92300000,92300000,1,"3386100000","1540400000","2682900000","805300000","703200000",0,0,774700000,10100000,"527400000","32600000","32600000","0.36","0.35",0.09,"69700000","-232200000","-59700000","-217400000","544500000",39900000,"21.63","23.46","19.79","0.1738","0.0354","7.62","2.61","None",51.23,"0.2675","0.0144","0.2077","0.0563","0.63","0.32","1.9128"
"3223","ITT",194,"Information Technology",7,"ITT_quarterly_financial_data.xls","twitter","twitter inc","twitter inc","2015","2015-12-31",89500000,89500000,1,"3723600000","1497700000","2358200000","953100000","1362100000",3300000,0,965500000,2800000,"666800000","36700000","36700000","0.42","0.4",0.12,"None","None","None","-89200000","415700000",22500000,"36.61","40.52","32.7","0.2761","0.0981","15.22","2.4","9.48",52.54,"0.1207","0.0021","0.3658","0.1415","0.69","None","1.5714"
"3228","ITT",194,"Information Technology",7,"ITT_quarterly_financial_data.xls","twitter","twitter inc","twitter inc","2013","2013-12-31",91400000,91400000,1,"3740200000","1665500000","2533300000","832600000","1.201e+09",5900000,0,766700000,9100000,"645500000","10800000","10800000","0.12","0.12",0.1,"130100000","-70000000","-34100000","26700000","507300000",64700000,"39.36","43.66","35.06","0.5362","0.1369","13.14","3.18","7.1",51.63,"0.0742","0.0076","0.3211","0.1955","0.7","0.72","2.0004"
"3239","ITT",194,"Information Technology",7,"ITT_quarterly_financial_data.xls","twitter","twitter inc","twitter inc","2016","2016-12-31",88400000,88400000,1,"3601700000","1401800000","2173300000","866200000","1428400000",0,0,9.35e+08,0,"588400000","25800000","25800000","0.3","0.3",0.12,"100700000","-31900000","-63500000","-15100000","460700000",43300000,"37.77","43.07","32.46","0.1301","0.05","16.16","2.29","17.41",53.03,"0.2355","0","0.3966","0.0774","0.65","0.65","1.6183"
"3241","ITT",194,"Information Technology",7,"ITT_quarterly_financial_data.xls","twitter","twitter inc","twitter inc","2014","2014-12-31",9.1e+07,9.1e+07,1,"3631500000","1636200000","2411200000","775400000","1214900000",5400000,0,723500000,7e+06,"6.6e+08","33700000","33700000","0.37","0.37",0.11,"112200000","18000000","-52700000","61400000","5.84e+08",44400000,"41.04","45.34","36.74","0.1473","0.0494","13.35","2.9","23.59",52.07,"0.2182","0.0058","0.3345","0.0695","0.71","0.75","2.1101"
"3242","ITT",194,"Information Technology",7,"ITT_quarterly_financial_data.xls","twitter","twitter inc","twitter inc","2017","2017-12-31",88200000,88200000,1,"3700200000","1478700000","2102400000","899400000","1596100000",1700000,0,1.043e+09,8300000,"683600000","-67200000","-67200000","-0.76","-0.76",0.13,"67800000","-33900000","-37200000","-5800000","389800000",34100000,"49.42","54.79","44.06","0.0723","0.0305","18.1","2.63","21.12",53.55,"0.3995","0.0052","0.4314","0.0439","0.69","0.38","1.6441"
"3244","ITW",195,"Industrials",6,"ITW_quarterly_financial_data.xls","illinois tool works","illinois tool works inc","illinois tool works inc","2013","2013-12-31",424867793,424867793,1,"1.9966e+10","9.816e+09","1.0257e+10","6.034e+09","9.703e+09",6e+06,0,6.885e+09,2.793e+09,"2339000000","408000000","408000000","0.93","0.92",0.42,"708000000","-59000000","-38000000","600000000","3.618e+09",9.6e+07,"78.96","84.32","73.6","0.1652","0.086","22.84","3.35","16.11",13.93,"0.3081","0.2878","0.486","0.1188","0.72","1.44","1.6268"
"3248","ITW",195,"Industrials",6,"ITW_quarterly_financial_data.xls","illinois tool works","illinois tool works inc","illinois tool works inc","2014","2014-12-31",379447026,379447026,1,"1.7678e+10","8.076e+09","1.0854e+10","3.533e+09","6.819e+09",5e+06,0,6.466e+09,5.981e+09,"3504000000","450000000","450000000","1.16","1.16",0.49,"458000000","-106000000","-972000000","-830000000","3.99e+09",8.2e+07,"88.43","97.79","79.06","0.3726","0.1534","17.97","4.43","12.58",15.68,"0.2342","0.8771","0.3857","0.2034","0.75","0.99","2.2859"
"3253","ITW",195,"Industrials",6,"ITW_quarterly_financial_data.xls","illinois tool works","illinois tool works inc","illinois tool works inc","2016","2016-12-31",346550685,346550685,1,"1.5201e+10","6.123e+09","1.0942e+10","2.76e+09","4.254e+09",5e+06,0,6.021e+09,7.177e+09,"3399000000","507000000","507000000","1.46","1.45",0.65,"664000000","105000000","-456000000","173000000","2.472e+09",6.6e+07,"119.75","127.99","111.5","0.4238","0.1322","12.28","8.78","21.85",19.98,"0.3986","1.6871","0.2799","0.1496","0.88","1.73","2.2185"
"3258","ITW",195,"Industrials",6,"ITW_quarterly_financial_data.xls","illinois tool works","illinois tool works inc","illinois tool works inc","2017","2017-12-31",341545719,341545719,1,"1.678e+10","7.278e+09","1.2191e+10","3.053e+09","4.585e+09",4e+06,0,6.024e+09,7.478e+09,"3629000000","-76000000","-76000000","-0.22","-0.22",0.78,"695000000","-57000000","-340000000","309000000","3.094e+09",7.2e+07,"158.82","169.69","147.96","0.3576","0.1045","13.42","10.83","24.32",22.71,"0.5556","1.631","0.2732","0.1179","0.89","1.82","2.3839"
